"Plot Title: Tortuguero_light_Winter2025"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20206312, SEN S/N: 20206312)","Intensity, Lux (LGR S/N: 20206312, SEN S/N: 20206312)"
181,01/13/25 08:00:00 AM,21.378,602.8
182,01/13/25 08:15:00 AM,21.760,753.5
183,01/13/25 08:30:00 AM,22.333,419.8
184,01/13/25 08:45:00 AM,23.004,678.1
185,01/13/25 09:00:00 AM,24.738,3961.1
186,01/13/25 09:15:00 AM,26.683,3961.1
187,01/13/25 09:30:00 AM,24.835,742.7
188,01/13/25 09:45:00 AM,24.448,775.0
189,01/13/25 10:00:00 AM,24.738,839.6
190,01/13/25 10:15:00 AM,26.000,1894.5
191,01/13/25 10:30:00 AM,25.610,1636.1
192,01/13/25 10:45:00 AM,26.292,1894.5
193,01/13/25 11:00:00 AM,25.902,1463.9
194,01/13/25 11:15:00 AM,26.585,1636.1
195,01/13/25 11:30:00 AM,27.665,4305.6
196,01/13/25 11:45:00 AM,28.655,3616.7
197,01/13/25 12:00:00 PM,31.370,11022.3
198,01/13/25 12:15:00 PM,30.154,4650.0
199,01/13/25 12:30:00 PM,31.166,1151.7
200,01/13/25 12:45:00 PM,29.252,1463.9
201,01/13/25 01:00:00 PM,35.864,16533.4
202,01/13/25 01:15:00 PM,35.222,9300.1
203,01/13/25 01:30:00 PM,30.963,2669.5
204,01/13/25 01:45:00 PM,29.252,3444.5
205,01/13/25 02:00:00 PM,29.152,4477.8
206,01/13/25 02:15:00 PM,30.558,2927.8
207,01/13/25 02:30:00 PM,29.953,6544.5
208,01/13/25 02:45:00 PM,31.166,9300.1
209,01/13/25 03:00:00 PM,32.911,10333.4
210,01/13/25 03:15:00 PM,36.187,12400.1
211,01/13/25 03:30:00 PM,34.691,7577.8
212,01/13/25 03:45:00 PM,29.452,2755.6
213,01/13/25 04:00:00 PM,28.655,4305.6
214,01/13/25 04:15:00 PM,31.268,3788.9
215,01/13/25 04:30:00 PM,28.853,5166.7
216,01/13/25 04:45:00 PM,27.272,1894.5
217,01/13/25 05:00:00 PM,26.390,979.5
218,01/13/25 05:15:00 PM,25.708,688.9
219,01/13/25 05:30:00 PM,25.222,473.6
220,01/13/25 05:45:00 PM,24.738,226.0
221,01/13/25 06:00:00 PM,24.158,53.8
222,01/13/25 06:15:00 PM,23.581,0.0
223,01/13/25 06:30:00 PM,23.196,0.0
224,01/13/25 06:45:00 PM,22.908,0.0
225,01/13/25 07:00:00 PM,22.621,0.0
226,01/13/25 07:15:00 PM,22.429,0.0
227,01/13/25 07:30:00 PM,22.046,0.0
228,01/13/25 07:45:00 PM,21.760,0.0
229,01/13/25 08:00:00 PM,21.664,0.0
230,01/13/25 08:15:00 PM,21.473,0.0
231,01/13/25 08:30:00 PM,21.378,0.0
232,01/13/25 08:45:00 PM,21.091,0.0
233,01/13/25 09:00:00 PM,20.996,0.0
234,01/13/25 09:15:00 PM,20.996,0.0
235,01/13/25 09:30:00 PM,20.805,0.0
236,01/13/25 09:45:00 PM,20.805,0.0
237,01/13/25 10:00:00 PM,20.805,0.0
238,01/13/25 10:15:00 PM,20.996,0.0
239,01/13/25 10:30:00 PM,20.996,0.0
240,01/13/25 10:45:00 PM,20.901,0.0
241,01/13/25 11:00:00 PM,20.996,0.0
242,01/13/25 11:15:00 PM,21.187,0.0
243,01/13/25 11:30:00 PM,21.282,0.0
244,01/13/25 11:45:00 PM,21.091,0.0
245,01/14/25 12:00:00 AM,21.282,0.0
246,01/14/25 12:15:00 AM,21.187,0.0
247,01/14/25 12:30:00 AM,21.091,0.0
248,01/14/25 12:45:00 AM,21.187,0.0
249,01/14/25 01:00:00 AM,21.091,0.0
250,01/14/25 01:15:00 AM,20.901,0.0
251,01/14/25 01:30:00 AM,20.901,0.0
252,01/14/25 01:45:00 AM,20.805,0.0
253,01/14/25 02:00:00 AM,20.996,0.0
254,01/14/25 02:15:00 AM,20.996,0.0
255,01/14/25 02:30:00 AM,20.901,0.0
256,01/14/25 02:45:00 AM,20.901,0.0
257,01/14/25 03:00:00 AM,21.187,0.0
258,01/14/25 03:15:00 AM,21.282,0.0
259,01/14/25 03:30:00 AM,21.378,0.0
260,01/14/25 03:45:00 AM,21.378,0.0
261,01/14/25 04:00:00 AM,21.378,0.0
262,01/14/25 04:15:00 AM,21.378,0.0
263,01/14/25 04:30:00 AM,21.378,0.0
264,01/14/25 04:45:00 AM,21.187,0.0
265,01/14/25 05:00:00 AM,21.282,0.0
266,01/14/25 05:15:00 AM,21.378,0.0
267,01/14/25 05:30:00 AM,21.569,0.0
268,01/14/25 05:45:00 AM,21.378,0.0
269,01/14/25 06:00:00 AM,21.473,0.0
270,01/14/25 06:15:00 AM,21.569,0.0
271,01/14/25 06:30:00 AM,21.664,0.0
272,01/14/25 06:45:00 AM,21.473,0.0
273,01/14/25 07:00:00 AM,21.569,0.0
274,01/14/25 07:15:00 AM,21.664,21.5
275,01/14/25 07:30:00 AM,21.760,86.1
276,01/14/25 07:45:00 AM,22.046,258.3
277,01/14/25 08:00:00 AM,22.429,344.4
278,01/14/25 08:15:00 AM,22.525,150.7
279,01/14/25 08:30:00 AM,22.717,505.9
280,01/14/25 08:45:00 AM,23.484,1162.5
281,01/14/25 09:00:00 AM,23.966,2755.6
282,01/14/25 09:15:00 AM,24.255,1119.5
283,01/14/25 09:30:00 AM,23.484,441.3
284,01/14/25 09:45:00 AM,24.738,2669.5
285,01/14/25 10:00:00 AM,24.835,1054.9
286,01/14/25 10:15:00 AM,24.545,947.2
287,01/14/25 10:30:00 AM,24.351,2411.1
288,01/14/25 10:45:00 AM,24.158,1162.5
289,01/14/25 11:00:00 AM,24.448,1097.9
290,01/14/25 11:15:00 AM,25.319,979.5
291,01/14/25 11:30:00 AM,26.292,3444.5
292,01/14/25 11:45:00 AM,26.683,2755.6
293,01/14/25 12:00:00 PM,28.060,5511.1
294,01/14/25 12:15:00 PM,27.468,5166.7
295,01/14/25 12:30:00 PM,27.665,1377.8
296,01/14/25 12:45:00 PM,27.961,1377.8
297,01/14/25 01:00:00 PM,33.743,14466.8
298,01/14/25 01:15:00 PM,32.291,5338.9
299,01/14/25 01:30:00 PM,30.154,3272.2
300,01/14/25 01:45:00 PM,28.555,2066.7
301,01/14/25 02:00:00 PM,28.357,4477.8
302,01/14/25 02:15:00 PM,30.862,3616.7
303,01/14/25 02:30:00 PM,29.652,4650.0
304,01/14/25 02:45:00 PM,29.452,7577.8
305,01/14/25 03:00:00 PM,31.370,8266.7
306,01/14/25 03:15:00 PM,35.435,10677.8
307,01/14/25 03:30:00 PM,33.743,5511.1
308,01/14/25 03:45:00 PM,29.152,2066.7
309,01/14/25 04:00:00 PM,27.665,828.8
310,01/14/25 04:15:00 PM,26.879,1377.8
311,01/14/25 04:30:00 PM,28.060,3444.5
312,01/14/25 04:45:00 PM,26.781,753.5
313,01/14/25 05:00:00 PM,26.292,441.3
314,01/14/25 05:15:00 PM,25.805,290.6
315,01/14/25 05:30:00 PM,25.610,419.8
316,01/14/25 05:45:00 PM,24.835,118.4
317,01/14/25 06:00:00 PM,24.351,32.3
318,01/14/25 06:15:00 PM,23.966,0.0
319,01/14/25 06:30:00 PM,23.869,0.0
320,01/14/25 06:45:00 PM,23.581,0.0
321,01/14/25 07:00:00 PM,23.388,0.0
322,01/14/25 07:15:00 PM,23.292,0.0
323,01/14/25 07:30:00 PM,23.196,0.0
324,01/14/25 07:45:00 PM,23.196,0.0
325,01/14/25 08:00:00 PM,23.292,0.0
326,01/14/25 08:15:00 PM,23.292,0.0
327,01/14/25 08:30:00 PM,23.292,0.0
328,01/14/25 08:45:00 PM,23.484,0.0
329,01/14/25 09:00:00 PM,23.484,0.0
330,01/14/25 09:15:00 PM,23.677,0.0
331,01/14/25 09:30:00 PM,23.388,0.0
332,01/14/25 09:45:00 PM,23.004,0.0
333,01/14/25 10:00:00 PM,22.717,0.0
334,01/14/25 10:15:00 PM,22.812,0.0
335,01/14/25 10:30:00 PM,23.004,0.0
336,01/14/25 10:45:00 PM,23.004,0.0
337,01/14/25 11:00:00 PM,22.812,0.0
338,01/14/25 11:15:00 PM,22.621,0.0
339,01/14/25 11:30:00 PM,22.333,0.0
340,01/14/25 11:45:00 PM,22.142,0.0
341,01/15/25 12:00:00 AM,22.238,0.0
342,01/15/25 12:15:00 AM,22.525,0.0
343,01/15/25 12:30:00 AM,22.717,0.0
344,01/15/25 12:45:00 AM,22.429,0.0
345,01/15/25 01:00:00 AM,22.238,0.0
346,01/15/25 01:15:00 AM,22.142,0.0
347,01/15/25 01:30:00 AM,21.951,0.0
348,01/15/25 01:45:00 AM,21.951,0.0
349,01/15/25 02:00:00 AM,21.951,0.0
350,01/15/25 02:15:00 AM,22.142,0.0
351,01/15/25 02:30:00 AM,22.238,0.0
352,01/15/25 02:45:00 AM,22.142,0.0
353,01/15/25 03:00:00 AM,22.046,0.0
354,01/15/25 03:15:00 AM,22.142,0.0
355,01/15/25 03:30:00 AM,21.855,0.0
356,01/15/25 03:45:00 AM,21.569,0.0
357,01/15/25 04:00:00 AM,21.282,0.0
358,01/15/25 04:15:00 AM,21.187,0.0
359,01/15/25 04:30:00 AM,21.091,0.0
360,01/15/25 04:45:00 AM,20.901,0.0
361,01/15/25 05:00:00 AM,21.187,0.0
362,01/15/25 05:15:00 AM,21.473,0.0
363,01/15/25 05:30:00 AM,21.664,0.0
364,01/15/25 05:45:00 AM,21.664,0.0
365,01/15/25 06:00:00 AM,21.569,0.0
366,01/15/25 06:15:00 AM,21.569,0.0
367,01/15/25 06:30:00 AM,21.760,0.0
368,01/15/25 06:45:00 AM,21.569,0.0
369,01/15/25 07:00:00 AM,21.760,0.0
370,01/15/25 07:15:00 AM,21.855,32.3
371,01/15/25 07:30:00 AM,21.951,64.6
372,01/15/25 07:45:00 AM,22.142,172.2
373,01/15/25 08:00:00 AM,22.621,398.3
374,01/15/25 08:15:00 AM,22.812,279.9
375,01/15/25 08:30:00 AM,23.004,387.5
376,01/15/25 08:45:00 AM,23.581,753.5
377,01/15/25 09:00:00 AM,24.062,710.4
378,01/15/25 09:15:00 AM,24.255,667.4
379,01/15/25 09:30:00 AM,24.158,581.3
380,01/15/25 09:45:00 AM,24.448,1334.7
381,01/15/25 10:00:00 AM,26.097,1980.6
382,01/15/25 10:15:00 AM,25.319,925.7
383,01/15/25 10:30:00 AM,26.000,1980.6
384,01/15/25 10:45:00 AM,27.567,2497.2
385,01/15/25 11:00:00 AM,27.468,3272.2
386,01/15/25 11:15:00 AM,28.060,1894.5
387,01/15/25 11:30:00 AM,27.370,1550.0
388,01/15/25 11:45:00 AM,27.173,1550.0
389,01/15/25 12:00:00 PM,26.585,1248.6
390,01/15/25 12:15:00 PM,27.370,2583.4
391,01/15/25 12:30:00 PM,29.752,3788.9
392,01/15/25 12:45:00 PM,29.652,2927.8
393,01/15/25 01:00:00 PM,28.159,1636.1
394,01/15/25 01:15:00 PM,27.665,1808.3
395,01/15/25 01:30:00 PM,28.060,2152.8
396,01/15/25 01:45:00 PM,29.652,2411.1
397,01/15/25 02:00:00 PM,27.961,4133.4
398,01/15/25 02:15:00 PM,28.754,2238.9
399,01/15/25 02:30:00 PM,28.655,3272.2
400,01/15/25 02:45:00 PM,31.472,9300.1
401,01/15/25 03:00:00 PM,31.166,9644.5
402,01/15/25 03:15:00 PM,30.862,5511.1
403,01/15/25 03:30:00 PM,32.704,4822.3
404,01/15/25 03:45:00 PM,29.452,2066.7
405,01/15/25 04:00:00 PM,28.754,6200.0
406,01/15/25 04:15:00 PM,31.574,4822.3
407,01/15/25 04:30:00 PM,28.853,1463.9
408,01/15/25 04:45:00 PM,26.781,1722.2
409,01/15/25 05:00:00 PM,26.000,516.7
410,01/15/25 05:15:00 PM,25.513,269.1
411,01/15/25 05:30:00 PM,25.222,204.5
412,01/15/25 05:45:00 PM,24.931,96.9
413,01/15/25 06:00:00 PM,24.835,10.8
414,01/15/25 06:15:00 PM,24.738,0.0
415,01/15/25 06:30:00 PM,24.545,0.0
